,casual,count,datetime,registered
5109,98,810,2012-07-30 17:00:00,723
5110,90,782,2012-07-30 18:00:00,664
5111,87,588,2012-07-30 19:00:00,491
5112,55,418,2012-07-30 20:00:00,360
5113,48,307,2012-07-30 21:00:00,248
5114,41,234,2012-07-30 22:00:00,202
5115,19,141,2012-07-30 23:00:00,110
5116,8,55,2012-07-31 00:00:00,44
5117,6,22,2012-07-31 01:00:00,15
5118,1,10,2012-07-31 02:00:00,8
5119,0,7,2012-07-31 03:00:00,7
5120,0,7,2012-07-31 04:00:00,6
5121,3,39,2012-07-31 05:00:00,36
5122,11,170,2012-07-31 06:00:00,157
5123,15,470,2012-07-31 07:00:00,446
5124,30,660,2012-07-31 08:00:00,636
5125,41,334,2012-07-31 09:00:00,290
5126,62,226,2012-07-31 10:00:00,166
5127,65,229,2012-07-31 11:00:00,164
5128,93,310,2012-07-31 12:00:00,215
5129,72,282,2012-07-31 13:00:00,209
5130,73,264,2012-07-31 14:00:00,189
5131,70,283,2012-07-31 15:00:00,223
5132,76,443,2012-07-31 16:00:00,357
5133,97,817,2012-07-31 17:00:00,716
5134,93,832,2012-07-31 18:00:00,732
5135,84,481,2012-07-31 19:00:00,406
5136,52,362,2012-07-31 20:00:00,300
5137,42,304,2012-07-31 21:00:00,262
5138,40,241,2012-07-31 22:00:00,203
5139,23,113,2012-07-31 23:00:00,95
5140,7,44,2012-08-20 00:00:00,36
5141,6,24,2012-08-20 01:00:00,17
5142,2,10,2012-08-20 02:00:00,10
5143,0,7,2012-08-20 03:00:00,7
5144,1,7,2012-08-20 04:00:00,7
5145,1,40,2012-08-20 05:00:00,37
5146,5,169,2012-08-20 06:00:00,161
5147,18,490,2012-08-20 07:00:00,467
5148,41,746,2012-08-20 08:00:00,700
5149,43,350,2012-08-20 09:00:00,310
5150,46,206,2012-08-20 10:00:00,152
5151,75,237,2012-08-20 11:00:00,179
5152,75,325,2012-08-20 12:00:00,236
5153,78,336,2012-08-20 13:00:00,239
5154,88,333,2012-08-20 14:00:00,226
5155,82,340,2012-08-20 15:00:00,241
5156,81,455,2012-08-20 16:00:00,369
5157,105,873,2012-08-20 17:00:00,760
5158,52,513,2012-08-20 18:00:00,508
5159,47,424,2012-08-20 19:00:00,394
5160,23,235,2012-08-20 20:00:00,215
5161,23,226,2012-08-20 21:00:00,212
5162,17,159,2012-08-20 22:00:00,137
5163,15,100,2012-08-20 23:00:00,90
5164,7,46,2012-08-21 00:00:00,34
5165,2,18,2012-08-21 01:00:00,14
5166,0,4,2012-08-21 02:00:00,4
5167,1,8,2012-08-21 03:00:00,7
5168,1,7,2012-08-21 04:00:00,6
5169,2,41,2012-08-21 05:00:00,40
5170,6,162,2012-08-21 06:00:00,156
5171,17,491,2012-08-21 07:00:00,460
5172,39,728,2012-08-21 08:00:00,688
5173,42,339,2012-08-21 09:00:00,302
5174,59,203,2012-08-21 10:00:00,148
5175,75,271,2012-08-21 11:00:00,190
5176,80,321,2012-08-21 12:00:00,254
5177,82,331,2012-08-21 13:00:00,245
5178,81,316,2012-08-21 14:00:00,212
5179,83,333,2012-08-21 15:00:00,242
5180,96,522,2012-08-21 16:00:00,417
5181,104,838,2012-08-21 17:00:00,711
5182,104,856,2012-08-21 18:00:00,754
5183,47,414,2012-08-21 19:00:00,370
5184,43,416,2012-08-21 20:00:00,371
5185,39,276,2012-08-21 21:00:00,250
5186,22,223,2012-08-21 22:00:00,183
5187,23,149,2012-08-21 23:00:00,131
5188,9,53,2012-08-22 00:00:00,49
5189,4,28,2012-08-22 01:00:00,21
5190,3,10,2012-08-22 02:00:00,8
5191,1,8,2012-08-22 03:00:00,6
5192,0,7,2012-08-22 04:00:00,6
5193,1,40,2012-08-22 05:00:00,36
5194,4,168,2012-08-22 06:00:00,165
5195,14,515,2012-08-22 07:00:00,476
5196,41,723,2012-08-22 08:00:00,686
5197,50,351,2012-08-22 09:00:00,307
5198,58,212,2012-08-22 10:00:00,151
5199,66,246,2012-08-22 11:00:00,190
5200,82,331,2012-08-22 12:00:00,248
5201,82,346,2012-08-22 13:00:00,258
5202,87,326,2012-08-22 14:00:00,221
5203,92,341,2012-08-22 15:00:00,237
5204,84,407,2012-08-22 16:00:00,334
5205,102,833,2012-08-22 17:00:00,736
5206,91,817,2012-08-22 18:00:00,745
5207,59,495,2012-08-22 19:00:00,440
5208,47,403,2012-08-22 20:00:00,360
5209,39,276,2012-08-22 21:00:00,250
5210,26,234,2012-08-22 22:00:00,205
5211,22,149,2012-08-22 23:00:00,131
5212,11,66,2012-08-23 00:00:00,57
5213,4,21,2012-08-23 01:00:00,16
5214,1,8,2012-08-23 02:00:00,7
5215,0,8,2012-08-23 03:00:00,8
5216,0,7,2012-08-23 04:00:00,6
5217,1,41,2012-08-23 05:00:00,38
5218,6,158,2012-08-23 06:00:00,154
5219,12,412,2012-08-23 07:00:00,381
5220,36,706,2012-08-23 08:00:00,661
5221,47,370,2012-08-23 09:00:00,322
5222,63,212,2012-08-23 10:00:00,146
5223,72,257,2012-08-23 11:00:00,187
5224,81,341,2012-08-23 12:00:00,254
5225,84,291,2012-08-23 13:00:00,214
5226,76,305,2012-08-23 14:00:00,202
5227,82,319,2012-08-23 15:00:00,238
5228,90,463,2012-08-23 16:00:00,370
5229,104,832,2012-08-23 17:00:00,736
5230,99,852,2012-08-23 18:00:00,739
5231,90,590,2012-08-23 19:00:00,502
5232,65,433,2012-08-23 20:00:00,372
5233,47,325,2012-08-23 21:00:00,279
5234,33,217,2012-08-23 22:00:00,189
5235,22,168,2012-08-23 23:00:00,136
5236,8,57,2012-08-24 00:00:00,45
5237,3,20,2012-08-24 01:00:00,17
5238,3,11,2012-08-24 02:00:00,8
5239,1,8,2012-08-24 03:00:00,6
5240,1,8,2012-08-24 04:00:00,6
5241,3,41,2012-08-24 05:00:00,37
5242,5,167,2012-08-24 06:00:00,160
5243,15,494,2012-08-24 07:00:00,460
5244,36,700,2012-08-24 08:00:00,662
5245,53,374,2012-08-24 09:00:00,320
5246,75,218,2012-08-24 10:00:00,139
5247,71,258,2012-08-24 11:00:00,190
5248,103,357,2012-08-24 12:00:00,265
5249,94,339,2012-08-24 13:00:00,247
5250,84,302,2012-08-24 14:00:00,209
5251,92,346,2012-08-24 15:00:00,241
5252,92,471,2012-08-24 16:00:00,370
5253,102,836,2012-08-24 17:00:00,717
5254,98,832,2012-08-24 18:00:00,741
5255,92,517,2012-08-24 19:00:00,448
5256,61,381,2012-08-24 20:00:00,323
5257,46,306,2012-08-24 21:00:00,266
5258,37,226,2012-08-24 22:00:00,184
5259,23,171,2012-08-24 23:00:00,137
5260,34,154,2012-08-25 00:00:00,121
5261,23,118,2012-08-25 01:00:00,92
5262,18,104,2012-08-25 02:00:00,83
5263,12,38,2012-08-25 03:00:00,32
5264,3,10,2012-08-25 04:00:00,8
5265,2,10,2012-08-25 05:00:00,8
5266,9,27,2012-08-25 06:00:00,22
5267,8,54,2012-08-25 07:00:00,42
5268,37,163,2012-08-25 08:00:00,124
5269,78,270,2012-08-25 09:00:00,188
5270,149,451,2012-08-25 10:00:00,304
5271,201,528,2012-08-25 11:00:00,301
5272,229,560,2012-08-25 12:00:00,267
5273,232,614,2012-08-25 13:00:00,348
5274,153,442,2012-08-25 14:00:00,259
5275,140,381,2012-08-25 15:00:00,280
5276,141,479,2012-08-25 16:00:00,309
5277,139,379,2012-08-25 17:00:00,255
5278,127,434,2012-08-25 18:00:00,290
5279,105,354,2012-08-25 19:00:00,238
5280,46,135,2012-08-25 20:00:00,129
5281,42,215,2012-08-25 21:00:00,167
5282,31,181,2012-08-25 22:00:00,136
5283,23,108,2012-08-25 23:00:00,91
5284,21,150,2012-08-26 00:00:00,129
5285,14,109,2012-08-26 01:00:00,90
5286,11,77,2012-08-26 02:00:00,63
5287,5,34,2012-08-26 03:00:00,31
5288,2,10,2012-08-26 04:00:00,7
5289,2,11,2012-08-26 05:00:00,9
5290,5,30,2012-08-26 06:00:00,26
5291,10,67,2012-08-26 07:00:00,49
5292,34,178,2012-08-26 08:00:00,146
5293,79,287,2012-08-26 09:00:00,210
5294,126,432,2012-08-26 10:00:00,305
5295,190,510,2012-08-26 11:00:00,311
5296,191,455,2012-08-26 12:00:00,263
5297,111,357,2012-08-26 13:00:00,261
5298,145,345,2012-08-26 14:00:00,307
5299,113,329,2012-08-26 15:00:00,256
5300,90,249,2012-08-26 16:00:00,215
5301,133,329,2012-08-26 17:00:00,194
5302,61,302,2012-08-26 18:00:00,216
5303,80,267,2012-08-26 19:00:00,150
5304,49,200,2012-08-26 20:00:00,130
5305,45,206,2012-08-26 21:00:00,145
5306,30,184,2012-08-26 22:00:00,115
5307,30,183,2012-08-26 23:00:00,153
5308,11,60,2012-08-27 00:00:00,55
5309,5,25,2012-08-27 01:00:00,18
5310,1,8,2012-08-27 02:00:00,7
5311,0,7,2012-08-27 03:00:00,7
5312,0,7,2012-08-27 04:00:00,6
5313,1,39,2012-08-27 05:00:00,36
5314,8,155,2012-08-27 06:00:00,146
5315,13,396,2012-08-27 07:00:00,404
5316,31,653,2012-08-27 08:00:00,641
5317,29,335,2012-08-27 09:00:00,302
5318,51,212,2012-08-27 10:00:00,158
5319,67,236,2012-08-27 11:00:00,188
5320,66,298,2012-08-27 12:00:00,223
5321,68,288,2012-08-27 13:00:00,223
5322,74,263,2012-08-27 14:00:00,187
5323,86,292,2012-08-27 15:00:00,215
5324,80,440,2012-08-27 16:00:00,343
5325,99,818,2012-08-27 17:00:00,718
5326,92,793,2012-08-27 18:00:00,703
5327,60,593,2012-08-27 19:00:00,530
5328,59,451,2012-08-27 20:00:00,385
5329,50,308,2012-08-27 21:00:00,259
5330,34,210,2012-08-27 22:00:00,171
5331,29,150,2012-08-27 23:00:00,127
5332,10,44,2012-08-28 00:00:00,36
5333,4,20,2012-08-28 01:00:00,15
5334,1,10,2012-08-28 02:00:00,8
5335,0,6,2012-08-28 03:00:00,5
5336,0,7,2012-08-28 04:00:00,6
5337,2,40,2012-08-28 05:00:00,38
5338,11,169,2012-08-28 06:00:00,160
5339,16,475,2012-08-28 07:00:00,446
5340,24,561,2012-08-28 08:00:00,564
5341,32,343,2012-08-28 09:00:00,306
5342,58,202,2012-08-28 10:00:00,149
5343,66,242,2012-08-28 11:00:00,177
5344,72,286,2012-08-28 12:00:00,207
5345,76,276,2012-08-28 13:00:00,209
5346,77,274,2012-08-28 14:00:00,190
5347,77,302,2012-08-28 15:00:00,227
5348,84,470,2012-08-28 16:00:00,371
5349,124,790,2012-08-28 17:00:00,666
5350,98,801,2012-08-28 18:00:00,721
5351,93,590,2012-08-28 19:00:00,494
5352,75,411,2012-08-28 20:00:00,342
5353,62,313,2012-08-28 21:00:00,258
5354,58,267,2012-08-28 22:00:00,209
5355,36,172,2012-08-28 23:00:00,147
5356,9,73,2012-08-29 00:00:00,58
5357,4,26,2012-08-29 01:00:00,23
5358,2,11,2012-08-29 02:00:00,10
5359,1,7,2012-08-29 03:00:00,7
5360,1,6,2012-08-29 04:00:00,4
5361,4,36,2012-08-29 05:00:00,33
5362,5,166,2012-08-29 06:00:00,163
5363,16,486,2012-08-29 07:00:00,454
5364,40,688,2012-08-29 08:00:00,658
5365,42,328,2012-08-29 09:00:00,303
5366,68,213,2012-08-29 10:00:00,147
5367,81,285,2012-08-29 11:00:00,190
5368,86,343,2012-08-29 12:00:00,259
5369,82,334,2012-08-29 13:00:00,248
5370,83,317,2012-08-29 14:00:00,215
5371,82,343,2012-08-29 15:00:00,241
5372,92,480,2012-08-29 16:00:00,385
5373,137,812,2012-08-29 17:00:00,716
5374,105,863,2012-08-29 18:00:00,734
5375,85,593,2012-08-29 19:00:00,514
5376,61,439,2012-08-29 20:00:00,383
5377,56,325,2012-08-29 21:00:00,264
5378,43,259,2012-08-29 22:00:00,205
5379,34,174,2012-08-29 23:00:00,149
5380,11,73,2012-08-30 00:00:00,60
5381,3,21,2012-08-30 01:00:00,20
5382,3,11,2012-08-30 02:00:00,10
5383,1,9,2012-08-30 03:00:00,7
5384,1,8,2012-08-30 04:00:00,7
5385,3,42,2012-08-30 05:00:00,38
5386,4,163,2012-08-30 06:00:00,160
5387,18,513,2012-08-30 07:00:00,480
5388,42,691,2012-08-30 08:00:00,665
5389,47,361,2012-08-30 09:00:00,314
5390,69,223,2012-08-30 10:00:00,165
5391,86,259,2012-08-30 11:00:00,189
5392,94,358,2012-08-30 12:00:00,264
5393,82,346,2012-08-30 13:00:00,258
5394,85,332,2012-08-30 14:00:00,220
5395,77,267,2012-08-30 15:00:00,206
5396,84,450,2012-08-30 16:00:00,363
5397,131,798,2012-08-30 17:00:00,688
5398,97,801,2012-08-30 18:00:00,713
5399,85,583,2012-08-30 19:00:00,506
5400,78,468,2012-08-30 20:00:00,397
5401,43,314,2012-08-30 21:00:00,275
5402,34,237,2012-08-30 22:00:00,211
5403,19,149,2012-08-30 23:00:00,119
5404,9,53,2012-08-31 00:00:00,44
5405,5,21,2012-08-31 01:00:00,14
5406,2,9,2012-08-31 02:00:00,7
5407,0,7,2012-08-31 03:00:00,7
5408,0,7,2012-08-31 04:00:00,6
5409,1,39,2012-08-31 05:00:00,36
5410,8,169,2012-08-31 06:00:00,159
5411,15,401,2012-08-31 07:00:00,385
5412,34,698,2012-08-31 08:00:00,657
5413,41,350,2012-08-31 09:00:00,300
5414,57,203,2012-08-31 10:00:00,148
5415,74,216,2012-08-31 11:00:00,154
5416,74,321,2012-08-31 12:00:00,251
5417,77,325,2012-08-31 13:00:00,251
5418,77,332,2012-08-31 14:00:00,261
5419,75,331,2012-08-31 15:00:00,277
5420,84,430,2012-08-31 16:00:00,361
5421,121,733,2012-08-31 17:00:00,639
5422,119,693,2012-08-31 18:00:00,597
5423,75,578,2012-08-31 19:00:00,499
5424,57,416,2012-08-31 20:00:00,354
5425,58,314,2012-08-31 21:00:00,262
5426,49,261,2012-08-31 22:00:00,206
5427,22,150,2012-08-31 23:00:00,119
5428,8,44,2012-09-20 00:00:00,35
5429,9,40,2012-09-20 01:00:00,22
5430,3,9,2012-09-20 02:00:00,5
5431,1,6,2012-09-20 03:00:00,5
5432,2,7,2012-09-20 04:00:00,7
5433,2,42,2012-09-20 05:00:00,38
5434,7,154,2012-09-20 06:00:00,155
5435,17,474,2012-09-20 07:00:00,462
5436,38,746,2012-09-20 08:00:00,704
5437,44,345,2012-09-20 09:00:00,306
5438,46,199,2012-09-20 10:00:00,153
5439,88,290,2012-09-20 11:00:00,196
5440,93,337,2012-09-20 12:00:00,253
5441,97,323,2012-09-20 13:00:00,248
5442,99,299,2012-09-20 14:00:00,215
5443,102,342,2012-09-20 15:00:00,246
5444,97,459,2012-09-20 16:00:00,373
5445,97,879,2012-09-20 17:00:00,769
5446,84,872,2012-09-20 18:00:00,769
5447,67,566,2012-09-20 19:00:00,502
5448,41,402,2012-09-20 20:00:00,361
5449,30,277,2012-09-20 21:00:00,256
5450,23,196,2012-09-20 22:00:00,192
5451,18,115,2012-09-20 23:00:00,101
5452,9,49,2012-09-21 00:00:00,41
5453,5,22,2012-09-21 01:00:00,15
5454,5,12,2012-09-21 02:00:00,8
5455,0,7,2012-09-21 03:00:00,7
5456,1,9,2012-09-21 04:00:00,8
5457,1,47,2012-09-21 05:00:00,45
5458,7,187,2012-09-21 06:00:00,176
5459,18,523,2012-09-21 07:00:00,506
5460,38,739,2012-09-21 08:00:00,698
5461,40,323,2012-09-21 09:00:00,281
5462,44,198,2012-09-21 10:00:00,148
5463,84,242,2012-09-21 11:00:00,183
5464,91,341,2012-09-21 12:00:00,254
5465,86,346,2012-09-21 13:00:00,244
5466,85,329,2012-09-21 14:00:00,217
5467,83,344,2012-09-21 15:00:00,236
5468,81,442,2012-09-21 16:00:00,365
5469,98,869,2012-09-21 17:00:00,759
5470,93,832,2012-09-21 18:00:00,756
5471,72,554,2012-09-21 19:00:00,497
5472,46,418,2012-09-21 20:00:00,375
5473,44,269,2012-09-21 21:00:00,239
5474,31,220,2012-09-21 22:00:00,189
5475,23,137,2012-09-21 23:00:00,115
5476,23,145,2012-09-22 00:00:00,124
5477,22,117,2012-09-22 01:00:00,100
5478,13,74,2012-09-22 02:00:00,67
5479,7,32,2012-09-22 03:00:00,27
5480,3,12,2012-09-22 04:00:00,9
5481,3,16,2012-09-22 05:00:00,12
5482,4,33,2012-09-22 06:00:00,29
5483,13,71,2012-09-22 07:00:00,53
5484,35,166,2012-09-22 08:00:00,137
5485,89,300,2012-09-22 09:00:00,221
5486,155,445,2012-09-22 10:00:00,289
5487,204,537,2012-09-22 11:00:00,317
5488,228,597,2012-09-22 12:00:00,346
5489,236,615,2012-09-22 13:00:00,348
5490,240,583,2012-09-22 14:00:00,344
5491,225,576,2012-09-22 15:00:00,344
5492,211,586,2012-09-22 16:00:00,339
5493,214,544,2012-09-22 17:00:00,329
5494,180,506,2012-09-22 18:00:00,321
5495,134,370,2012-09-22 19:00:00,270
5496,91,296,2012-09-22 20:00:00,204
5497,62,242,2012-09-22 21:00:00,161
5498,55,222,2012-09-22 22:00:00,141
5499,38,180,2012-09-22 23:00:00,137
5500,26,158,2012-09-23 00:00:00,123
5501,16,93,2012-09-23 01:00:00,82
5502,14,72,2012-09-23 02:00:00,57
5503,8,31,2012-09-23 03:00:00,26
5504,3,12,2012-09-23 04:00:00,8
5505,3,12,2012-09-23 05:00:00,10
5506,4,28,2012-09-23 06:00:00,22
5507,13,71,2012-09-23 07:00:00,54
5508,29,164,2012-09-23 08:00:00,126
5509,97,310,2012-09-23 09:00:00,196
5510,176,413,2012-09-23 10:00:00,259
5511,215,555,2012-09-23 11:00:00,364
5512,248,642,2012-09-23 12:00:00,389
5513,281,630,2012-09-23 13:00:00,384
5514,278,628,2012-09-23 14:00:00,366
5515,270,567,2012-09-23 15:00:00,273
5516,247,566,2012-09-23 16:00:00,307
5517,211,515,2012-09-23 17:00:00,288
5518,140,471,2012-09-23 18:00:00,299
5519,65,335,2012-09-23 19:00:00,262
5520,56,248,2012-09-23 20:00:00,180
5521,53,193,2012-09-23 21:00:00,135
5522,61,219,2012-09-23 22:00:00,156
5523,32,133,2012-09-23 23:00:00,119
5524,6,42,2012-09-24 00:00:00,40
5525,5,31,2012-09-24 01:00:00,21
5526,3,10,2012-09-24 02:00:00,6
5527,1,7,2012-09-24 03:00:00,6
5528,0,7,2012-09-24 04:00:00,7
5529,1,44,2012-09-24 05:00:00,42
5530,7,142,2012-09-24 06:00:00,138
5531,13,485,2012-09-24 07:00:00,484
5532,31,793,2012-09-24 08:00:00,753
5533,43,370,2012-09-24 09:00:00,340
5534,59,216,2012-09-24 10:00:00,161
5535,77,280,2012-09-24 11:00:00,202
5536,73,341,2012-09-24 12:00:00,276
5537,89,327,2012-09-24 13:00:00,261
5538,90,316,2012-09-24 14:00:00,239
5539,104,343,2012-09-24 15:00:00,277
5540,75,437,2012-09-24 16:00:00,371
5541,90,854,2012-09-24 17:00:00,760
5542,84,841,2012-09-24 18:00:00,751
5543,63,493,2012-09-24 19:00:00,460
5544,35,371,2012-09-24 20:00:00,333
5545,26,263,2012-09-24 21:00:00,246
5546,22,170,2012-09-24 22:00:00,149
5547,18,139,2012-09-24 23:00:00,121
5548,9,46,2012-09-25 00:00:00,41
5549,4,37,2012-09-25 01:00:00,21
5550,1,10,2012-09-25 02:00:00,8
5551,0,5,2012-09-25 03:00:00,4
5552,0,7,2012-09-25 04:00:00,6
5553,1,39,2012-09-25 05:00:00,37
5554,5,157,2012-09-25 06:00:00,152
5555,11,471,2012-09-25 07:00:00,464
5556,32,799,2012-09-25 08:00:00,767
5557,39,366,2012-09-25 09:00:00,332
5558,46,218,2012-09-25 10:00:00,176
5559,78,264,2012-09-25 11:00:00,193
5560,93,347,2012-09-25 12:00:00,278
5561,101,335,2012-09-25 13:00:00,255
5562,103,364,2012-09-25 14:00:00,251
5563,111,378,2012-09-25 15:00:00,286
5564,111,495,2012-09-25 16:00:00,391
5565,109,897,2012-09-25 17:00:00,778
5566,105,905,2012-09-25 18:00:00,785
5567,70,578,2012-09-25 19:00:00,518
5568,49,422,2012-09-25 20:00:00,369
5569,38,276,2012-09-25 21:00:00,246
5570,36,243,2012-09-25 22:00:00,194
5571,28,170,2012-09-25 23:00:00,132
5572,8,52,2012-09-26 00:00:00,49
5573,4,27,2012-09-26 01:00:00,23
5574,4,12,2012-09-26 02:00:00,7
5575,0,6,2012-09-26 03:00:00,3
5576,1,7,2012-09-26 04:00:00,6
5577,2,38,2012-09-26 05:00:00,36
5578,7,161,2012-09-26 06:00:00,155
5579,15,482,2012-09-26 07:00:00,470
5580,34,782,2012-09-26 08:00:00,748
5581,40,365,2012-09-26 09:00:00,322
5582,43,194,2012-09-26 10:00:00,150
5583,84,259,2012-09-26 11:00:00,192
5584,84,347,2012-09-26 12:00:00,274
5585,81,354,2012-09-26 13:00:00,254
5586,108,371,2012-09-26 14:00:00,236
5587,110,383,2012-09-26 15:00:00,265
5588,119,493,2012-09-26 16:00:00,405
5589,120,856,2012-09-26 17:00:00,743
5590,117,854,2012-09-26 18:00:00,743
5591,90,552,2012-09-26 19:00:00,465
5592,55,438,2012-09-26 20:00:00,373
5593,41,300,2012-09-26 21:00:00,252
5594,30,166,2012-09-26 22:00:00,161
5595,19,103,2012-09-26 23:00:00,91
5596,11,72,2012-09-27 00:00:00,65
5597,6,35,2012-09-27 01:00:00,27
5598,7,18,2012-09-27 02:00:00,10
5599,3,9,2012-09-27 03:00:00,6
5600,1,8,2012-09-27 04:00:00,6
5601,1,39,2012-09-27 05:00:00,38
5602,7,155,2012-09-27 06:00:00,147
5603,13,513,2012-09-27 07:00:00,475
5604,40,766,2012-09-27 08:00:00,733
5605,50,355,2012-09-27 09:00:00,319
5606,76,227,2012-09-27 10:00:00,169
5607,91,280,2012-09-27 11:00:00,191
5608,106,372,2012-09-27 12:00:00,266
5609,108,365,2012-09-27 13:00:00,249
5610,126,377,2012-09-27 14:00:00,244
5611,131,387,2012-09-27 15:00:00,276
5612,83,484,2012-09-27 16:00:00,386
5613,72,775,2012-09-27 17:00:00,739
5614,71,795,2012-09-27 18:00:00,741
5615,71,591,2012-09-27 19:00:00,503
5616,44,349,2012-09-27 20:00:00,317
5617,23,221,2012-09-27 21:00:00,188
5618,19,156,2012-09-27 22:00:00,138
5619,20,95,2012-09-27 23:00:00,77
5620,5,44,2012-09-28 00:00:00,37
5621,2,17,2012-09-28 01:00:00,14
5622,0,4,2012-09-28 02:00:00,4
5623,1,6,2012-09-28 03:00:00,4
5624,0,6,2012-09-28 04:00:00,5
5625,1,38,2012-09-28 05:00:00,37
5626,3,160,2012-09-28 06:00:00,151
5627,14,403,2012-09-28 07:00:00,413
5628,31,729,2012-09-28 08:00:00,730
5629,28,358,2012-09-28 09:00:00,322
5630,41,190,2012-09-28 10:00:00,146
5631,64,235,2012-09-28 11:00:00,178
5632,86,364,2012-09-28 12:00:00,264
5633,89,360,2012-09-28 13:00:00,243
5634,86,343,2012-09-28 14:00:00,223
5635,93,346,2012-09-28 15:00:00,259
5636,91,475,2012-09-28 16:00:00,404
5637,98,879,2012-09-28 17:00:00,783
5638,99,868,2012-09-28 18:00:00,765
5639,67,482,2012-09-28 19:00:00,421
5640,42,341,2012-09-28 20:00:00,306
5641,31,219,2012-09-28 21:00:00,197
5642,28,190,2012-09-28 22:00:00,157
5643,20,127,2012-09-28 23:00:00,112
5644,25,146,2012-09-29 00:00:00,124
5645,21,123,2012-09-29 01:00:00,93
5646,16,81,2012-09-29 02:00:00,67
5647,11,45,2012-09-29 03:00:00,36
5648,5,19,2012-09-29 04:00:00,11
5649,3,18,2012-09-29 05:00:00,11
5650,5,29,2012-09-29 06:00:00,22
5651,13,78,2012-09-29 07:00:00,53
5652,27,145,2012-09-29 08:00:00,107
5653,90,323,2012-09-29 09:00:00,209
5654,156,410,2012-09-29 10:00:00,256
5655,187,531,2012-09-29 11:00:00,355
5656,252,632,2012-09-29 12:00:00,387
5657,263,634,2012-09-29 13:00:00,391
5658,275,651,2012-09-29 14:00:00,372
5659,272,653,2012-09-29 15:00:00,386
5660,261,618,2012-09-29 16:00:00,386
5661,231,547,2012-09-29 17:00:00,314
5662,137,472,2012-09-29 18:00:00,315
5663,69,323,2012-09-29 19:00:00,248
5664,62,251,2012-09-29 20:00:00,185
5665,61,210,2012-09-29 21:00:00,128
5666,39,183,2012-09-29 22:00:00,124
5667,34,146,2012-09-29 23:00:00,133
5668,23,178,2012-09-30 00:00:00,151
5669,20,131,2012-09-30 01:00:00,90
5670,18,61,2012-09-30 02:00:00,54
5671,7,31,2012-09-30 03:00:00,27
5672,2,11,2012-09-30 04:00:00,8
5673,2,11,2012-09-30 05:00:00,7
5674,7,32,2012-09-30 06:00:00,25
5675,14,66,2012-09-30 07:00:00,47
5676,32,146,2012-09-30 08:00:00,109
5677,89,341,2012-09-30 09:00:00,215
5678,180,423,2012-09-30 10:00:00,277
5679,234,579,2012-09-30 11:00:00,368
5680,252,632,2012-09-30 12:00:00,387
5681,274,660,2012-09-30 13:00:00,392
5682,273,653,2012-09-30 14:00:00,379
5683,265,597,2012-09-30 15:00:00,350
5684,263,598,2012-09-30 16:00:00,370
5685,216,484,2012-09-30 17:00:00,269
5686,151,470,2012-09-30 18:00:00,296
5687,57,278,2012-09-30 19:00:00,191
5688,48,242,2012-09-30 20:00:00,163
5689,50,196,2012-09-30 21:00:00,146
5690,45,184,2012-09-30 22:00:00,141
5691,30,132,2012-09-30 23:00:00,122
5692,28,127,2012-10-20 00:00:00,109
5693,21,106,2012-10-20 01:00:00,85
5694,12,69,2012-10-20 02:00:00,63
5695,8,33,2012-10-20 03:00:00,27
5696,2,10,2012-10-20 04:00:00,7
5697,2,11,2012-10-20 05:00:00,8
5698,6,27,2012-10-20 06:00:00,21
5699,12,67,2012-10-20 07:00:00,51
5700,32,142,2012-10-20 08:00:00,104
5701,90,307,2012-10-20 09:00:00,187
5702,154,394,2012-10-20 10:00:00,264
5703,197,544,2012-10-20 11:00:00,353
5704,240,642,2012-10-20 12:00:00,392
5705,264,653,2012-10-20 13:00:00,397
5706,266,635,2012-10-20 14:00:00,364
5707,257,634,2012-10-20 15:00:00,371
5708,231,604,2012-10-20 16:00:00,382
5709,217,531,2012-10-20 17:00:00,311
5710,137,468,2012-10-20 18:00:00,311
5711,66,308,2012-10-20 19:00:00,242
5712,60,227,2012-10-20 20:00:00,160
5713,43,191,2012-10-20 21:00:00,124
5714,35,171,2012-10-20 22:00:00,134
5715,31,167,2012-10-20 23:00:00,146
5716,18,128,2012-10-21 00:00:00,111
5717,13,112,2012-10-21 01:00:00,89
5718,9,66,2012-10-21 02:00:00,58
5719,6,33,2012-10-21 03:00:00,28
5720,3,11,2012-10-21 04:00:00,8
5721,2,10,2012-10-21 05:00:00,7
5722,5,26,2012-10-21 06:00:00,19
5723,11,60,2012-10-21 07:00:00,47
5724,29,136,2012-10-21 08:00:00,103
5725,85,275,2012-10-21 09:00:00,200
5726,169,408,2012-10-21 10:00:00,257
5727,205,542,2012-10-21 11:00:00,360
5728,236,608,2012-10-21 12:00:00,374
5729,263,625,2012-10-21 13:00:00,378
5730,261,585,2012-10-21 14:00:00,341
5731,240,572,2012-10-21 15:00:00,342
5732,265,611,2012-10-21 16:00:00,363
5733,214,526,2012-10-21 17:00:00,327
5734,137,470,2012-10-21 18:00:00,310
5735,65,330,2012-10-21 19:00:00,249
5736,63,229,2012-10-21 20:00:00,162
5737,41,200,2012-10-21 21:00:00,138
5738,32,170,2012-10-21 22:00:00,146
5739,31,143,2012-10-21 23:00:00,129
5740,6,51,2012-10-22 00:00:00,45
5741,4,21,2012-10-22 01:00:00,16
5742,2,10,2012-10-22 02:00:00,7
5743,1,7,2012-10-22 03:00:00,7
